targets,texts
1,sms auction - a brand new nokia 7250 is up 4 auction today! auction is free 2 join & take part! txt nokia to 86021 now!
0,lol its ok i didn't remember til last nite
0,ok k..sry i knw 2 siva..tats y i askd..
1,88066 from 88066 lost 3pound help
0,"a bit of ur smile is my hppnss, a drop of ur tear is my sorrow, a part of ur heart is my life, a heart like mine wil care for u, forevr as my goodfriend"
0,no she didnt. i will search online and let you know.
0,hello which the site to download songs its urgent pls
0,why tired what special there you had
0,"hmm... dunno leh, mayb a bag 4 goigng out dat is not too small. or jus anything except perfume, smth dat i can keep."
0,hi mom we might be back later than  &lt;#&gt;
0,what's happening with you. have you gotten a job and have you begun registration for permanent residency
0,7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ur lovely friendship... good morning dear
0,speak only when you feel your words are better than the silence... gud mrng:-)
0,i cant pick the phone right now. pls send a message
0,"good stuff, will do."
0,tell me again what your address is
0,"how long before you get reply, just defer admission til next semester"
0,was the actual exam harder than nbme
0,no i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
1,for the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk
0,"plz note: if anyone calling from a mobile co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . do not do so. disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. itz confirmd by nokia n motorola n has been verified by cnn ibn."
0,my sis is catching e show in e afternoon so i'm not watching w her. so c u wan 2 watch today or tmr lor.
0,i cant pick the phone right now. pls send a message
0,tmr timin still da same wat cos i got lesson until 6...
0,:-) :-)
0,have got * few things to do. may be in * pub later.
1,had your mobile 11mths ? update for free to oranges latest colour camera mobiles & unlimited weekend calls. call mobile upd8 on freefone 08000839402 or 2stoptxt
0,carlos says he'll be at mu in  &lt;#&gt;  minutes
0,finish liao... u?
0,eh u remember how 2 spell his name... yes i did. he v naughty make until i v wet.
0,"cool, text me when you're parked"
0,u too...
1,goldviking (29/m) is inviting you to be his friend. reply yes-762 or no-762 see him: www.sms.ac/u/goldviking stop? send stop frnd to 62468
0,"excellent, i'll see what riley's plans are"
0,"what's up bruv, hope you had a great break. do have a rewarding semester."
0,leave it de:-). start prepare for next:-)..
0,are you willing to go for apps class.
0,ok... sweet dreams...
0,pansy! you've been living in a jungle for two years! its my driving you should be more worried about!
0,"ya they are well and fine., bbd(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
0,shuhui say change 2 suntec steamboat? u noe where? where r u now?
0,i liked your new house
0,"wait, do you know if wesleys in town? i bet she does hella drugs!"
0,i keep seeing weird shit and bein all woah then realising it's actually reasonable and i'm all oh
0,i.ll hand her my phone to chat wit u
0,s'fine. anytime. all the best with it.
0,k...k...when will you give treat?
0,u will switch your fone on dammit!!
0,lol you won't feel bad when i use her money to take you out to a steak dinner =d
0,oh howda gud gud.. mathe en samachara chikku:-)
0,that's significant but dont worry.
0,"night night, see you tomorrow"
0,by monday next week. give me the full gist
0,watching tv now. i got new job :)
0,please don't text me anymore. i have nothing else to say.
0,"you are sweet as well, princess. please tell me your likes and dislikes in bed..."
0,i hope you that's the result of being consistently intelligent and kind. start asking him about practicum links and keep your ears open and all the best. ttyl
0,leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.rakhesh
0,i‘m going to try for 2 months ha ha only joking
0,no drama pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.no reason why there should be an ego of not going 'if not invited' when actually its necessity to go.wait for very serious reppurcussions.
0,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me again! that needs to b sacked
0,ü dun wan to watch infernal affair?
0,i am not at all happy with what you saying or doing
0,but i'm really really broke oh. no amount is too small even  &lt;#&gt;
0,i emailed yifeng my part oredi.. can ü get it fr him..
0,of course ! don't tease me ... you know i simply must see ! *grins* ... do keep me posted my prey ... *loving smile* *devouring kiss*
1,"congrats 2 mobile 3g videophones r yours. call 09063458130 now! videochat wid ur mates, play java games, dload polyph music, noline rentl. bx420. ip4. 5we. 150p"
0,quite ok but a bit ex... u better go eat smth now else i'll feel guilty...
0,"yes, princess. toledo."
0,ok lor...
0,wot u up 2 u weirdo?
0,and several to you sir.
1,great new offer - double mins & double txt on best orange tariffs and get latest camera phones 4 free! call mobileupd8 free on 08000839402 now! or 2stoptxt t&cs
0,no. i meant the calculation is the same. that  &lt;#&gt; units at  &lt;#&gt; . this school is really expensive. have you started practicing your accent. because its important. and have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
0,i dont have i shall buy one dear
0,so when do you wanna gym harri
1,free unlimited hardcore porn direct 2 your mobile txt porn to 69200 & get free access for 24 hrs then chrgd@50p per day txt stop 2exit. this msg is free
0,call me when u finish then i come n pick u.
0,so u gonna get deus ex?
0,amazing : if you rearrange these letters it gives the same meaning... dormitory = dirty room astronomer = moon starer the eyes = they see election results = lies lets recount mother-in-law = woman hitler eleven plus two =twelve plus one its amazing... !:-)
1,"free game. get rayman golf 4 free from the o2 games arcade. 1st get ur games settings. reply post, then save & activ8. press 0 key for arcade. termsapply"
0,ok try to do week end course in coimbatore.
0,"god picked up a flower and dippeditinadew, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,this friend is 4u"
0,"if e timing can, then i go w u lor..."
0,waaaat?? lololo ok next time then!
0,i have a rather prominent bite mark on my right cheek
0,tell your friends what you plan to do on valentines day @ &lt;url&gt;
0,good sleep is about rhythm. the person has to establish a rhythm that the body will learn and use. if you want to know more :-)
1,todays voda numbers ending 7548 are selected to receive a $350 award. if you have a match please call 08712300220 quoting claim code 4041 standard rates app
0,"the house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
0,"hiya, had a good day? have you spoken to since the weekend?"
0,ok lor...
0,check wid corect speling i.e. sarcasm
0,what happen to her tell the truth
0,no let me do the math. your not good at it.
0,even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply
0,i will come tomorrow di
1,"xmas & new years eve tickets are now on sale from the club, during the day from 10am till 8pm, and on thurs, fri & sat night this week. they're selling fast!"
0,ladies first and genus second k .
1,88800 and 89034 are premium phone services call 08718711108
0,1. tension face 2. smiling face 3. waste face 4. innocent face 5.terror face 6.cruel face 7.romantic face 8.lovable face 9.decent face  &lt;#&gt; .joker face.
0,another month. i need chocolate weed and alcohol.
0,lmao you know me so well...
0,he needs to stop going to bed and make with the fucking dealing
0,so can collect ur laptop?
0,"and very importantly, all we discuss is between u and i only."
0,"there're some people by mu, i'm at the table by lambda"
0,"no i'm not. i can't give you everything you want and need. you actually could do better for yourself on yor own--you've got more money than i do. i can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. i didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing."
0,oh k k:)but he is not a big hitter.anyway good
0,aight what time you want me to come up?
0,and also i've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
0,sos! any amount i can get pls.
0,"nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
0,oic... then better quickly go bathe n settle down...
0,wow so healthy. old airport rd lor. cant thk of anything else. but i'll b bathing my dog later.
0,its a part of checking iq
1,money i have won wining number 946 wot do i do next
0,pls help me tell sura that i'm expecting a battery from hont. and that if should pls send me a message about how to download movies. thanks
0,i'm coming back on thursday. yay. is it gonna be ok to get the money. cheers. oh yeah and how are you. everything alright. hows school. or do you call it work now
0,no got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
0,don't look back at the building because you have no coat and i don't want you to get more sick. just hurry home and wear a coat to the gym!!!
0,"the sign of maturity is not when we start saying big things.. but actually it is, when we start understanding small things... *have a nice evening* bslvyl"
